date,price_first_auction,price_second_auction,traded_volume_first_auction,traded_volume_second_auction,system_price,auction_price_spread,system_price_spread,auction_spread_dir,system_spread_dir,price_first_auction_lag24,price_second_auction_lag24,traded_volume_first_auction_lag24,traded_volume_second_auction_lag24,system_price_lag24,auction_price_spread_lag24,system_price_spread_lag24,auction_spread_dir_lag24,system_spread_dir_lag24,price_first_auction_lag72,price_second_auction_lag72,traded_volume_first_auction_lag72,traded_volume_second_auction_lag72,system_price_lag72,auction_price_spread_lag72,system_price_spread_lag72,auction_spread_dir_lag72,system_spread_dir_lag72,price_first_auction_lag24_lag72,price_second_auction_lag24_lag72,traded_volume_first_auction_lag24_lag72,traded_volume_second_auction_lag24_lag72,system_price_lag24_lag72,auction_price_spread_lag24_lag72,system_price_spread_lag24_lag72,auction_spread_dir_lag24_lag72,system_spread_dir_lag24_lag72,price_first_auction_lag168,price_second_auction_lag168,traded_volume_first_auction_lag168,traded_volume_second_auction_lag168,system_price_lag168,auction_price_spread_lag168,system_price_spread_lag168,auction_spread_dir_lag168,system_spread_dir_lag168,price_first_auction_lag24_lag168,price_second_auction_lag24_lag168,traded_volume_first_auction_lag24_lag168,traded_volume_second_auction_lag24_lag168,system_price_lag24_lag168,auction_price_spread_lag24_lag168,system_price_spread_lag24_lag168,auction_spread_dir_lag24_lag168,system_spread_dir_lag24_lag168,price_first_auction_lag72_lag168,price_second_auction_lag72_lag168,traded_volume_first_auction_lag72_lag168,traded_volume_second_auction_lag72_lag168,system_price_lag72_lag168,auction_price_spread_lag72_lag168,system_price_spread_lag72_lag168,auction_spread_dir_lag72_lag168,system_spread_dir_lag72_lag168,price_first_auction_lag24_lag72_lag168,price_second_auction_lag24_lag72_lag168,traded_volume_first_auction_lag24_lag72_lag168,traded_volume_second_auction_lag24_lag72_lag168,system_price_lag24_lag72_lag168,auction_price_spread_lag24_lag72_lag168,system_price_spread_lag24_lag72_lag168,auction_spread_dir_lag24_lag72_lag168,system_spread_dir_lag24_lag72_lag168,price_first_auction_close,price_second_auction_close,traded_volume_first_auction_close,traded_volume_second_auction_close,system_price_close,auction_price_spread_close,system_price_spread_close,auction_spread_dir_close,system_spread_dir_close,price_first_auction_lag24_close,price_second_auction_lag24_close,traded_volume_first_auction_lag24_close,traded_volume_second_auction_lag24_close,system_price_lag24_close,auction_price_spread_lag24_close,system_price_spread_lag24_close,auction_spread_dir_lag24_close,system_spread_dir_lag24_close,price_first_auction_lag72_close,price_second_auction_lag72_close,traded_volume_first_auction_lag72_close,traded_volume_second_auction_lag72_close,system_price_lag72_close,auction_price_spread_lag72_close,system_price_spread_lag72_close,auction_spread_dir_lag72_close,system_spread_dir_lag72_close,price_first_auction_lag24_lag72_close,price_second_auction_lag24_lag72_close,traded_volume_first_auction_lag24_lag72_close,traded_volume_second_auction_lag24_lag72_close,system_price_lag24_lag72_close,auction_price_spread_lag24_lag72_close,system_price_spread_lag24_lag72_close,auction_spread_dir_lag24_lag72_close,system_spread_dir_lag24_lag72_close,price_first_auction_lag168_close,price_second_auction_lag168_close,traded_volume_first_auction_lag168_close,traded_volume_second_auction_lag168_close,system_price_lag168_close,auction_price_spread_lag168_close,system_price_spread_lag168_close,auction_spread_dir_lag168_close,system_spread_dir_lag168_close,price_first_auction_lag24_lag168_close,price_second_auction_lag24_lag168_close,traded_volume_first_auction_lag24_lag168_close,traded_volume_second_auction_lag24_lag168_close,system_price_lag24_lag168_close,auction_price_spread_lag24_lag168_close,system_price_spread_lag24_lag168_close,auction_spread_dir_lag24_lag168_close,system_spread_dir_lag24_lag168_close,price_first_auction_lag72_lag168_close,price_second_auction_lag72_lag168_close,traded_volume_first_auction_lag72_lag168_close,traded_volume_second_auction_lag72_lag168_close,system_price_lag72_lag168_close,auction_price_spread_lag72_lag168_close,system_price_spread_lag72_lag168_close,auction_spread_dir_lag72_lag168_close,system_spread_dir_lag72_lag168_close,price_first_auction_lag24_lag72_lag168_close,price_second_auction_lag24_lag72_lag168_close,traded_volume_first_auction_lag24_lag72_lag168_close,traded_volume_second_auction_lag24_lag72_lag168_close,system_price_lag24_lag72_lag168_close,auction_price_spread_lag24_lag72_lag168_close,system_price_spread_lag24_lag72_lag168_close,auction_spread_dir_lag24_lag72_lag168_close,system_spread_dir_lag24_lag72_lag168_close,demand,margin,within_day_margin,long_term_wind,long_term_solar,snsp_forecast,stack_price,within_day_potential_stack_price,inertia_forecast
2021-01-13 00:00:00,55.5,65.09,2681.2,7277.1,91.0,9.590000000000003,35.5,1,1,51.0,49.03,3552.1,6950.0,73.0,-1.9699999999999989,22.0,0.0,1.0,64.0,59.99,3722.6,7191.5,76.88,-4.009999999999998,12.879999999999995,0.0,1.0,65.9,70.08,3466.1,6353.4,77.5,4.179999999999993,11.599999999999994,1.0,1.0,48.0,46.41,3541.9,7721.4,64.8,-1.5900000000000034,16.799999999999997,0.0,1.0,56.0,54.01,3850.4,5161.1,56.0,-1.990000000000002,0.0,0.0,0.0,63.0,56.15,3599.3,4290.3,70.25,-6.850000000000001,7.25,0.0,1.0,64.0,63.91,3260.2,3763.0,53.66,-0.09000000000000341,-10.340000000000003,0.0,0.0,57.0,66.51,2821.2,7635.2,95.5,9.510000000000005,38.5,1.0,1.0,55.2,50.98,3556.2,7379.9,60.01,-4.220000000000006,4.809999999999995,0.0,1.0,68.5,72.85,3709.6,7306.8,76.88,4.349999999999994,8.379999999999995,1.0,1.0,67.0,80.53,3559.1,6808.2,77.9,13.530000000000001,10.900000000000006,1.0,1.0,48.0,46.49,3484.9,8176.1,64.95,-1.509999999999998,16.950000000000003,0.0,1.0,58.0,55.95,3845.4,5193.5,26.01,-2.049999999999997,-31.99,0.0,0.0,63.0,55.92,3834.2,4406.0,72.5,-7.079999999999998,9.5,0.0,1.0,64.5,57.95,3281.8,3678.5,39.25,-6.549999999999997,-25.25,0.0,0.0,29024.0,-22758.38,-9234.89,-2576.38,0.0,24.75,77.78,77.95,225.44
2021-01-13 01:00:00,55.5,61.58,2821.1,7098.2,90.5,6.079999999999998,35.0,1,1,54.0,49.15,3603.6,6647.7,64.0,-4.850000000000001,10.0,0.0,1.0,65.0,59.96,3621.8,6911.7,76.74,-5.039999999999999,11.739999999999995,0.0,1.0,63.0,67.81,3451.1,6341.8,78.95,4.810000000000002,15.950000000000003,1.0,1.0,47.6,45.99,3467.5,7543.8,0.0,-1.6099999999999994,-47.6,0.0,0.0,56.0,54.08,3777.9,5154.7,60.02,-1.9200000000000017,4.020000000000003,0.0,1.0,62.0,60.26,3379.8,4618.5,72.5,-1.740000000000002,10.5,0.0,1.0,58.0,66.12,3265.2,3898.3,68.0,8.120000000000005,10.0,1.0,1.0,57.0,66.51,2821.2,7635.2,95.5,9.510000000000005,38.5,1.0,1.0,55.2,50.98,3556.2,7379.9,60.01,-4.220000000000006,4.809999999999995,0.0,1.0,68.5,72.85,3709.6,7306.8,76.88,4.349999999999994,8.379999999999995,1.0,1.0,67.0,80.53,3559.1,6808.2,77.9,13.530000000000001,10.900000000000006,1.0,1.0,48.0,46.49,3484.9,8176.1,64.95,-1.509999999999998,16.950000000000003,0.0,1.0,58.0,55.95,3845.4,5193.5,26.01,-2.049999999999997,-31.99,0.0,0.0,63.0,55.92,3834.2,4406.0,72.5,-7.079999999999998,9.5,0.0,1.0,64.5,57.95,3281.8,3678.5,39.25,-6.549999999999997,-25.25,0.0,0.0,28767.5,-22865.49,-9365.5,-2426.99,0.0,24.45,77.78,77.95,225.44
2021-01-13 02:00:00,55.5,60.59,3004.8,7048.2,67.95,5.090000000000003,12.450000000000003,1,1,52.1,45.09,3539.8,6603.8,50.0,-7.009999999999998,-2.1000000000000014,0.0,0.0,60.3,64.9,3775.2,6279.4,81.25,4.6000000000000085,20.950000000000003,1.0,1.0,59.8,59.58,3492.6,6438.0,85.0,-0.21999999999999886,25.200000000000003,0.0,1.0,46.0,42.41,3467.1,7497.3,30.05,-3.5900000000000034,-15.95,0.0,0.0,50.9,49.5,3745.1,5512.9,55.75,-1.3999999999999986,4.850000000000001,0.0,1.0,58.0,57.76,3329.0,4311.4,70.2,-0.240000000000002,12.200000000000003,0.0,1.0,50.0,59.28,3327.1,3408.2,19.39,9.280000000000001,-30.61,1.0,0.0,57.0,66.51,2821.2,7635.2,95.5,9.510000000000005,38.5,1.0,1.0,55.2,50.98,3556.2,7379.9,60.01,-4.220000000000006,4.809999999999995,0.0,1.0,68.5,72.85,3709.6,7306.8,76.88,4.349999999999994,8.379999999999995,1.0,1.0,67.0,80.53,3559.1,6808.2,77.9,13.530000000000001,10.900000000000006,1.0,1.0,48.0,46.49,3484.9,8176.1,64.95,-1.509999999999998,16.950000000000003,0.0,1.0,58.0,55.95,3845.4,5193.5,26.01,-2.049999999999997,-31.99,0.0,0.0,63.0,55.92,3834.2,4406.0,72.5,-7.079999999999998,9.5,0.0,1.0,64.5,57.95,3281.8,3678.5,39.25,-6.549999999999997,-25.25,0.0,0.0,27868.0,-23648.05,-10166.56,-2310.05,0.0,24.7,77.78,77.87,219.89
2021-01-13 03:00:00,55.5,59.02,3101.1,6816.8,88.88,3.520000000000003,33.379999999999995,1,1,51.0,44.51,3429.1,6465.6,27.04,-6.490000000000002,-23.96,0.0,0.0,55.55,54.89,3728.7,6056.7,83.5,-0.6599999999999966,27.950000000000003,0.0,1.0,58.0,54.97,3497.7,6378.3,80.0,-3.030000000000001,22.0,0.0,1.0,47.4,41.55,3420.2,7682.4,63.62,-5.850000000000001,16.22,0.0,1.0,49.8,49.42,3984.7,5837.1,57.23,-0.37999999999999545,7.43,0.0,1.0,51.4,51.34,3323.6,4290.8,34.0,-0.05999999999999517,-17.4,0.0,0.0,50.0,54.96,3668.6,3388.5,65.98,4.960000000000001,15.980000000000004,1.0,1.0,57.0,66.51,2821.2,7635.2,95.5,9.510000000000005,38.5,1.0,1.0,55.2,50.98,3556.2,7379.9,60.01,-4.220000000000006,4.809999999999995,0.0,1.0,68.5,72.85,3709.6,7306.8,76.88,4.349999999999994,8.379999999999995,1.0,1.0,67.0,80.53,3559.1,6808.2,77.9,13.530000000000001,10.900000000000006,1.0,1.0,48.0,46.49,3484.9,8176.1,64.95,-1.509999999999998,16.950000000000003,0.0,1.0,58.0,55.95,3845.4,5193.5,26.01,-2.049999999999997,-31.99,0.0,0.0,63.0,55.92,3834.2,4406.0,72.5,-7.079999999999998,9.5,0.0,1.0,64.5,57.95,3281.8,3678.5,39.25,-6.549999999999997,-25.25,0.0,0.0,27122.5,-24309.57,-10842.08,-2226.07,0.0,25.1,77.78,77.78,214.35
2021-01-13 04:00:00,55.5,58.09,3102.0,6651.8,68.7,2.5900000000000034,13.200000000000003,1,1,51.0,47.99,3477.6,6284.2,28.78,-3.009999999999998,-22.22,0.0,0.0,52.0,46.15,3731.0,5968.6,86.7,-5.850000000000001,34.7,0.0,1.0,57.0,53.98,3599.0,6808.6,59.5,-3.020000000000003,2.5,0.0,1.0,48.0,42.59,3568.4,7859.1,27.05,-5.409999999999997,-20.95,0.0,0.0,49.5,48.94,4101.2,5910.5,49.6,-0.5600000000000023,0.10000000000000142,0.0,1.0,45.0,46.57,3473.1,4610.1,6.0,1.5700000000000003,-39.0,1.0,0.0,45.5,49.65,3900.3,3925.1,65.98,4.149999999999999,20.480000000000004,1.0,1.0,57.0,66.51,2821.2,7635.2,95.5,9.510000000000005,38.5,1.0,1.0,55.2,50.98,3556.2,7379.9,60.01,-4.220000000000006,4.809999999999995,0.0,1.0,68.5,72.85,3709.6,7306.8,76.88,4.349999999999994,8.379999999999995,1.0,1.0,67.0,80.53,3559.1,6808.2,77.9,13.530000000000001,10.900000000000006,1.0,1.0,48.0,46.49,3484.9,8176.1,64.95,-1.509999999999998,16.950000000000003,0.0,1.0,58.0,55.95,3845.4,5193.5,26.01,-2.049999999999997,-31.99,0.0,0.0,63.0,55.92,3834.2,4406.0,72.5,-7.079999999999998,9.5,0.0,1.0,64.5,57.95,3281.8,3678.5,39.25,-6.549999999999997,-25.25,0.0,0.0,26748.5,-24460.07,-11004.58,-2002.57,0.0,24.85,77.78,77.78,211.23
2021-01-13 05:00:00,57.9,60.5,3022.7,6708.0,69.7,2.6000000000000014,11.800000000000004,1,1,55.6,51.08,3582.7,6706.2,11.03,-4.520000000000003,-44.57,0.0,0.0,52.0,56.32,3832.4,5884.6,83.5,4.32,31.5,1.0,1.0,58.0,53.95,3575.5,6898.9,55.75,-4.049999999999997,-2.25,0.0,0.0,49.0,48.0,3081.6,8403.2,28.55,-1.0,-20.45,0.0,0.0,54.0,52.17,4088.8,5827.2,25.5,-1.8299999999999983,-28.5,0.0,0.0,44.0,39.88,3536.7,4791.5,68.99,-4.119999999999997,24.989999999999995,0.0,1.0,45.1,49.2,3832.5,3979.0,65.98,4.100000000000001,20.880000000000003,1.0,1.0,57.0,66.51,2821.2,7635.2,95.5,9.510000000000005,38.5,1.0,1.0,55.2,50.98,3556.2,7379.9,60.01,-4.220000000000006,4.809999999999995,0.0,1.0,68.5,72.85,3709.6,7306.8,76.88,4.349999999999994,8.379999999999995,1.0,1.0,67.0,80.53,3559.1,6808.2,77.9,13.530000000000001,10.900000000000006,1.0,1.0,48.0,46.49,3484.9,8176.1,64.95,-1.509999999999998,16.950000000000003,0.0,1.0,58.0,55.95,3845.4,5193.5,26.01,-2.049999999999997,-31.99,0.0,0.0,63.0,55.92,3834.2,4406.0,72.5,-7.079999999999998,9.5,0.0,1.0,64.5,57.95,3281.8,3678.5,39.25,-6.549999999999997,-25.25,0.0,0.0,27825.0,-23232.5,-9790.01,-1851.5,0.0,9.15,79.22,81.56,285.15
2021-01-13 06:00:00,63.6,66.53,4153.5,9160.2,71.7,2.9299999999999997,8.100000000000001,1,1,60.0,61.95,4622.6,8909.3,41.3,1.9500000000000028,-18.700000000000003,1.0,0.0,57.7,59.91,3896.3,5996.9,67.7,2.2099999999999937,10.0,1.0,1.0,59.3,55.1,3651.3,6556.0,67.25,-4.199999999999996,7.950000000000003,0.0,1.0,54.5,55.03,3283.9,8870.0,55.83,0.5300000000000011,1.3299999999999983,1.0,1.0,63.3,57.09,4406.5,6059.0,44.51,-6.209999999999994,-18.79,0.0,0.0,46.5,48.95,3527.3,4876.8,68.5,2.450000000000003,22.0,1.0,1.0,54.8,56.91,3402.6,3408.4,38.19,2.1099999999999994,-16.61,1.0,0.0,57.0,66.51,2821.2,7635.2,95.5,9.510000000000005,38.5,1.0,1.0,55.2,50.98,3556.2,7379.9,60.01,-4.220000000000006,4.809999999999995,0.0,1.0,68.5,72.85,3709.6,7306.8,76.88,4.349999999999994,8.379999999999995,1.0,1.0,67.0,80.53,3559.1,6808.2,77.9,13.530000000000001,10.900000000000006,1.0,1.0,48.0,46.49,3484.9,8176.1,64.95,-1.509999999999998,16.950000000000003,0.0,1.0,58.0,55.95,3845.4,5193.5,26.01,-2.049999999999997,-31.99,0.0,0.0,63.0,55.92,3834.2,4406.0,72.5,-7.079999999999998,9.5,0.0,1.0,64.5,57.95,3281.8,3678.5,39.25,-6.549999999999997,-25.25,0.0,0.0,32539.5,-18430.04,-5005.55,-1763.54,0.0,7.55,80.81,82.32,312.76
2021-01-13 07:00:00,76.3,66.53,3496.6,11180.6,0.0,-9.769999999999996,-76.3,0,0,62.0,60.06,3026.2,11316.6,3.13,-1.9399999999999977,-58.87,0.0,0.0,48.3,54.96,4549.3,8156.0,45.55,6.660000000000004,-2.75,1.0,0.0,60.0,54.07,3523.0,8852.0,52.22,-5.93,-7.780000000000001,0.0,0.0,65.0,57.63,2985.4,10373.1,46.53,-7.369999999999997,-18.47,0.0,0.0,61.7,55.09,5107.9,9286.9,44.53,-6.609999999999999,-17.17,0.0,0.0,41.6,38.44,4520.5,6621.7,20.1,-3.1600000000000037,-21.5,0.0,0.0,52.1,51.04,4382.5,4883.4,39.25,-1.0600000000000023,-12.850000000000001,0.0,0.0,57.0,66.51,2821.2,7635.2,95.5,9.510000000000005,38.5,1.0,1.0,55.2,50.98,3556.2,7379.9,60.01,-4.220000000000006,4.809999999999995,0.0,1.0,68.5,72.85,3709.6,7306.8,76.88,4.349999999999994,8.379999999999995,1.0,1.0,67.0,80.53,3559.1,6808.2,77.9,13.530000000000001,10.900000000000006,1.0,1.0,48.0,46.49,3484.9,8176.1,64.95,-1.509999999999998,16.950000000000003,0.0,1.0,58.0,55.95,3845.4,5193.5,26.01,-2.049999999999997,-31.99,0.0,0.0,63.0,55.92,3834.2,4406.0,72.5,-7.079999999999998,9.5,0.0,1.0,64.5,57.95,3281.8,3678.5,39.25,-6.549999999999997,-25.25,0.0,0.0,38063.5,-12937.73,465.27,-1795.23,0.0,6.65,91.36,235.41,359.72
2021-01-13 08:00:00,87.1,88.65,2848.0,9895.8,90.81,1.5500000000000114,3.710000000000008,1,1,68.0,62.01,2655.7,12330.9,62.13,-5.990000000000002,-5.869999999999997,0.0,0.0,59.0,65.04,4275.8,8121.3,45.41,6.040000000000006,-13.590000000000003,1.0,0.0,66.6,60.01,3582.3,8118.2,44.78,-6.589999999999996,-21.819999999999993,0.0,0.0,77.0,75.0,3126.3,9987.2,111.03,-2.0,34.03,0.0,1.0,64.0,59.1,4962.1,9026.2,83.0,-4.899999999999999,19.0,0.0,1.0,54.0,55.05,3839.7,6089.2,23.0,1.0499999999999972,-31.0,1.0,0.0,58.5,59.32,4011.8,4859.9,39.3,0.8200000000000003,-19.200000000000003,1.0,0.0,57.0,66.51,2821.2,7635.2,95.5,9.510000000000005,38.5,1.0,1.0,55.2,50.98,3556.2,7379.9,60.01,-4.220000000000006,4.809999999999995,0.0,1.0,68.5,72.85,3709.6,7306.8,76.88,4.349999999999994,8.379999999999995,1.0,1.0,67.0,80.53,3559.1,6808.2,77.9,13.530000000000001,10.900000000000006,1.0,1.0,48.0,46.49,3484.9,8176.1,64.95,-1.509999999999998,16.950000000000003,0.0,1.0,58.0,55.95,3845.4,5193.5,26.01,-2.049999999999997,-31.99,0.0,0.0,63.0,55.92,3834.2,4406.0,72.5,-7.079999999999998,9.5,0.0,1.0,64.5,57.95,3281.8,3678.5,39.25,-6.549999999999997,-25.25,0.0,0.0,39659.0,-11396.11,1982.39,-1849.11,0.0,16.65,82.08,112.5,335.88
2021-01-13 09:00:00,119.0,142.16,2738.6,10381.0,48.79,23.159999999999997,-70.21000000000001,1,0,78.0,76.63,2790.7,10934.2,97.64,-1.3700000000000045,19.64,0.0,1.0,65.0,63.58,3930.0,7994.4,45.81,-1.4200000000000017,-19.189999999999998,0.0,0.0,65.0,65.38,4185.8,7923.9,44.5,0.37999999999999545,-20.5,1.0,0.0,97.9,96.6,2820.6,10550.2,171.0,-1.3000000000000114,73.1,0.0,1.0,66.0,61.55,4768.1,9240.7,90.95,-4.450000000000003,24.950000000000003,0.0,1.0,60.5,55.1,4006.0,5833.7,3.0,-5.399999999999999,-57.5,0.0,0.0,60.95,60.57,3668.1,5905.6,39.3,-0.38000000000000256,-21.650000000000006,0.0,0.0,57.0,66.51,2821.2,7635.2,95.5,9.510000000000005,38.5,1.0,1.0,55.2,50.98,3556.2,7379.9,60.01,-4.220000000000006,4.809999999999995,0.0,1.0,68.5,72.85,3709.6,7306.8,76.88,4.349999999999994,8.379999999999995,1.0,1.0,67.0,80.53,3559.1,6808.2,77.9,13.530000000000001,10.900000000000006,1.0,1.0,48.0,46.49,3484.9,8176.1,64.95,-1.509999999999998,16.950000000000003,0.0,1.0,58.0,55.95,3845.4,5193.5,26.01,-2.049999999999997,-31.99,0.0,0.0,63.0,55.92,3834.2,4406.0,72.5,-7.079999999999998,9.5,0.0,1.0,64.5,57.95,3281.8,3678.5,39.25,-6.549999999999997,-25.25,0.0,0.0,40643.5,-10474.16,2719.34,-1911.66,-155.5,16.75,82.23,125.0,344.99
